seed,r,epoch,F_proxy,w_proxy,dmn_proxy
10,0.3,1,213.41477155255842,0.99735,0.9177779043558163
10,0.3,2,211.27630752700944,0.9976499999999999,0.9872280242889772
10,0.3,3,209.95745890849346,0.9977500000000001,0.9970131308868246
10,0.3,4,209.04532382724523,0.9979000000000001,0.999043356117596
10,0.3,5,208.3638018358935,0.9980500000000001,0.9996847231995457
10,0.3,6,207.8122223175324,0.9980500000000001,0.9998648393423518
10,0.3,7,207.42010800473324,0.998,0.9999333453995991
10,0.3,8,207.07197378347587,0.9979000000000001,0.9999050844714428
10,0.3,9,206.79722897641292,0.99795,0.9997102494129853
10,0.3,10,206.5722099510399,0.99795,0.9973038216529196
10,0.3,11,206.370814280467,0.99795,0.976262198005947
10,0.3,12,206.17879877863703,0.99795,0.962994446179851
10,0.3,13,206.04582516781917,0.99795,0.9595859950850187
10,0.3,14,205.87684150214668,0.99795,0.9681908732097295
10,0.4,0,200.9669715822205,0.9972,0.2862528830835073
10,0.4,1,197.38965577118157,0.9976500000000001,0.661191117004041
10,0.4,2,195.64861717519835,0.9977499999999999,0.8720959607512235
10,0.4,3,194.51653591422146,0.9979000000000001,0.9444600630605701
10,0.4,4,193.76846751131754,0.998,0.9740005405874735
10,0.4,5,193.2067739797193,0.9981,0.9721629075375724
10,0.4,6,192.7968405790107,0.9982,0.9624925240490132
10,0.4,7,192.4613678215086,0.9981500000000001,0.8875273913180319
10,0.4,8,192.20492151541302,0.9982,0.7372178764178418
10,0.4,9,191.9649384964344,0.9982,0.6510578493517701
10,0.4,10,191.7748998597611,0.99825,0.6229605011241263
10,0.4,11,191.59872377380844,0.9984,0.622934898997388
10,0.4,12,191.47586591853653,0.9984,0.6847846986445297
10,0.4,13,191.38098806928295,0.99855,0.6487741952291212
10,0.4,14,191.2829949430717,0.9984999999999999,0.5961137666159018
10,0.5,0,184.2076256580842,0.9974500000000001,0.08290163723369631
10,0.5,1,181.2982030037122,0.998,0.13490649924407
10,0.5,2,180.05620760795398,0.9977,0.2226381653681636
10,0.5,3,179.2778147183932,0.9978499999999999,0.35815999312175884
10,0.5,4,178.7860022324782,0.9978499999999999,0.47318135537238404
10,0.5,5,178.3644899221567,0.9982,0.6268894292773121
10,0.5,6,178.071960351406,0.9980499999999999,0.7045358253880126
10,0.5,7,177.85232935196314,0.9981,0.6648279805133045
10,0.5,8,177.58015764676608,0.99795,0.6422783283403419
10,0.5,9,177.3786646525065,0.9980500000000001,0.650216285383907
10,0.5,10,177.2450442191882,0.9981,0.652911946821047
10,0.5,11,177.10255960317758,0.99785,0.670389624069271
10,0.5,12,176.9751176100511,0.9979000000000001,0.6655809322937705
10,0.5,13,176.88782393626678,0.9979000000000001,0.6686609880902288
10,0.5,14,176.8189533918332,0.9978000000000001,0.6659916136186496
10,1.0,0,99.6376105088454,0.9510500000000001,7.031168503718442e-05
10,1.0,1,99.68778668917142,0.9525499999999999,5.050997406408597e-05
10,1.0,2,99.75001349815956,0.9541499999999999,4.9168910131010135e-05
10,1.0,3,99.78966170090895,0.95375,5.569450485225051e-05
10,1.0,4,99.85259168575972,0.9535,5.471948241935232e-05
10,1.0,5,99.9046879303761,0.9535500000000001,6.347288888955051e-05
10,1.0,6,99.95344602144681,0.95225,6.758861023252519e-05
10,1.0,7,99.99569672804613,0.9518000000000001,7.743825101708246e-05
10,1.0,8,100.02012272370168,0.95135,0.00020822134823322323
10,1.0,9,100.07819630549504,0.9520500000000001,0.0024175239197506983
10,1.0,10,100.08271760206956,0.95075,0.004772053104510784
10,1.0,11,100.1271386757875,0.9511499999999999,0.002334108302057534
10,1.0,12,100.16014236058945,0.9516,0.002436168706650625
10,1.0,13,100.19029822716347,0.9526,0.004210429037247138
10,1.0,14,100.21326368283003,0.95325,0.004944920829682772
11,0.0,0,266.10394052358777,0.99505,0.990529435295753
11,0.0,1,258.15616451165613,0.99655,0.9999610821648928
11,0.0,2,254.23362966684195,0.99635,0.9999988935597673
11,0.0,3,251.76734317877353,0.99605,0.9999997151280619
11,0.0,4,250.02857169126852,0.9960000000000001,0.9999998152639437
11,0.0,5,248.7809280004257,0.9958,0.9999998490892866
11,0.0,6,247.84021915533603,0.9958,0.9999998658416257
11,0.0,7,247.07019336407,0.9956499999999998,0.9999998728283643
11,0.0,8,246.39588576096756,0.99535,0.9999998806044779
11,0.0,9,245.82596079508463,0.9949,0.9999998320626644
11,0.0,10,245.34604918651092,0.99455,0.9999996355211292
11,0.0,11,244.98157735971304,0.9941000000000001,0.9999993199664778
11,0.0,12,244.63612111409506,0.9938,0.9999985930279337
11,0.0,13,244.36092983148038,0.9936999999999999,0.9999972263994051
11,0.0,14,244.13747229942908,0.99365,0.9999938313811815
11,0.2,0,234.2929016424685,0.9973000000000001,0.9179201307337981
11,0.2,1,228.85315891188017,0.9979000000000001,0.9998015262976829
11,0.2,2,226.13527243477958,0.998,0.9999897823799717
11,0.2,3,224.4317398071289,0.9981500000000001,0.9999977211237884
11,0.2,4,223.24597572793766,0.9982000000000001,0.999998965454269
11,0.2,5,222.35836293746013,0.9982,0.999999287500499
11,0.2,6,221.69834043541732,0.99825,0.9999996184510136
11,0.2,7,221.13614467698702,0.9980500000000001,0.9999997075296928
11,0.2,8,220.68953440140706,0.9980499999999999,0.9999996666209474
11,0.2,9,220.31954130834464,0.99825,0.9999994800463576
11,0.2,10,220.01190076555525,0.99825,0.9999937625122644
11,0.2,11,219.75029396524235,0.9982000000000001,0.9999773409817123
11,0.2,12,219.52614453374122,0.99825,0.9830384000655288
11,0.2,13,219.34775621063855,0.9981500000000001,0.9454858288762139
11,0.2,14,219.18039687798947,0.9980500000000001,0.9358911498470173
11,0.3,0,218.71165590028505,0.9972999999999999,0.6381001545885566
11,0.3,1,214.28985691929722,0.998,0.9909949381306291
11,0.3,2,212.01242848989125,0.9981500000000001,0.99882909156331
11,0.3,3,210.60802782763233,0.9982500000000002,0.9997252244531335
11,0.3,4,209.651141192462,0.9984,0.9999018682984849
11,0.3,5,208.928007796004,0.99835,0.9999646623013653
11,0.3,6,208.35864244065843,0.9985000000000002,0.9999859986259448
11,0.3,7,207.8951410516962,0.9987000000000001,0.9999939913292712
11,0.3,8,207.51096749520516,0.9987999999999999,0.9999972963307364
11,0.3,9,207.18161574355116,0.9989000000000001,0.9999979960588927
11,0.3,10,206.92306958447705,0.99895,0.9999955693387178
11,0.3,11,206.69082545374965,0.9989000000000001,0.9997782832462219
11,0.3,12,206.50875084679407,0.99885,0.9993952502533855
11,0.3,13,206.33862579620637,0.9989000000000001,0.9999185736017399
11,0.3,14,206.20524432208086,0.99895,0.9995788855219848
11,0.4,0,201.60922939093538,0.9978,0.2455313832078824
11,0.4,1,197.87170209071434,0.9984,0.7862503291950109
11,0.4,2,196.16055356994156,0.99835,0.9663120230162463
11,0.4,3,195.06241518952126,0.9984,0.9873350982069798
11,0.4,4,194.29020892002785,0.99855,0.9945372809040433
11,0.4,5,193.7160406778025,0.9986,0.9972452107118104
11,0.4,6,193.25763448079428,0.99855,0.9965810832558497
11,0.4,7,192.92366098803143,0.99855,0.9812438588565132
11,0.4,8,192.62660205456638,0.9986,0.9507316449388307
11,0.4,9,192.36807735945828,0.99855,0.8818078183082413
11,0.4,10,192.16568596418514,0.9984500000000001,0.7836460004650201
11,0.4,11,191.97820867494096,0.9986,0.7408709541771387
11,0.4,12,191.8105326807776,0.9986,0.7087063902405548
11,0.4,13,191.6541194472202,0.9984,0.7523626377917461
11,0.4,14,191.54614541696947,0.99855,0.7159257576312605
11,0.5,0,184.95773070897812,0.9976,0.022452124692254813
11,0.5,1,181.96518814869415,0.99855,0.222340348367356
11,0.5,2,180.5559710967235,0.9986,0.47397193034906465
11,0.5,3,179.66506566756811,0.99875,0.671931501566333
11,0.5,4,179.04621623112604,0.9986500000000001,0.7600850871585966
11,0.5,5,178.59857833079803,0.99855,0.7475473383437856
11,0.5,6,178.25230573996518,0.99875,0.7012364955578962
11,0.5,7,177.94999645917844,0.9987,0.7155399881598263
11,0.5,8,177.71829790946765,0.99875,0.7043223536092054
11,0.5,9,177.51976472903522,0.9987,0.691622832955189
11,0.5,10,177.34464107415616,0.9986499999999999,0.6742912954103805
11,0.5,11,177.1885237082457,0.9987,0.6412996925625806
11,0.5,12,177.05737920907828,0.99875,0.584761495705072
11,0.5,13,176.9535407041892,0.9986499999999999,0.5654691430607381
11,0.5,14,176.83296643770657,0.99875,0.5784903461925588
11,1.0,0,100.30365410829202,0.9651500000000001,3.3720911120355035e-05
11,1.0,1,100.24745520567282,0.9668000000000001,4.612412342267967e-05
11,1.0,2,100.27966738969852,0.9690000000000001,4.154980947081714e-05
11,1.0,3,100.32576174613757,0.9698500000000001,3.742438701713642e-05
11,1.0,4,100.35906747671274,0.9702499999999998,3.28851241228809e-05
11,1.0,5,100.3754512102176,0.9698499999999999,2.826512618036576e-05
11,1.0,6,100.40935927170973,0.9699500000000001,4.240081335621454e-05
11,1.0,7,100.43820591461964,0.97015,0.0001928115183846573
11,1.0,8,100.47000982822516,0.9702999999999999,0.0007903076950719278
11,1.0,9,100.49627147576747,0.97015,0.0018772315450487325
11,1.0,10,100.5323979304387,0.9699499999999999,0.0019442256104946665
11,1.0,11,100.54480958596254,0.97005,0.00025213573741506836
11,1.0,12,100.5632700797839,0.9695,0.00045884254160842455
11,1.0,13,100.58901899288863,0.9695500000000001,0.0006180027834655433
11,1.0,14,100.6033667539939,0.9690999999999999,0.0008942764036697488
12,0.0,0,266.0565453553811,0.99085,0.9972396673498479
12,0.0,1,258.4921387892503,0.9956000000000002,0.9999997591174131
12,0.0,2,254.54211014967697,0.9968,0.9999999968283472
12,0.0,3,251.85811086801382,0.9977,0.9999999968437433
12,0.0,4,250.16652151254507,0.9976499999999999,0.9999999969713271
12,0.0,5,248.91014157808743,0.9978000000000001,0.9999999941691696
12,0.0,6,247.93590193528397,0.9977,0.9999999905751926
12,0.0,7,247.17107763045874,0.9974999999999999,0.9999999857909135
12,0.0,8,246.58790568816357,0.9974000000000001,0.9999999771795564
12,0.0,9,246.0963334303636,0.9972999999999999,0.9999999767293984
12,0.0,10,245.69439951578775,0.9971,0.9999999744013304
12,0.0,11,245.35730802095853,0.9972,0.9999999693859104
12,0.0,12,245.07258899395282,0.99685,0.9999999343015941
12,0.0,13,244.83031346247748,0.9968499999999999,0.9999944048471486
12,0.0,14,244.63292987530048,0.9969999999999999,0.9999309605048198
12,0.2,0,234.06964407161792,0.99725,0.9957171510835799
12,0.2,1,228.79839402802136,0.9979500000000001,0.9999963871929208
12,0.2,2,226.12125272166972,0.9984500000000001,0.9999995007085055
12,0.2,3,224.39570648816166,0.9984500000000001,0.999999722468998
12,0.2,4,223.21283270388233,0.9984500000000001,0.9999997608209399
12,0.2,5,222.33601301543567,0.9984000000000002,0.9999997329117816
12,0.2,6,221.6746383978396,0.9984,0.9999996431509426
12,0.2,7,221.15180844676738,0.9983000000000001,0.9999994083066092
12,0.2,8,220.74696926194795,0.9982500000000002,0.9999989461832217
12,0.2,9,220.40269158810986,0.9982000000000001,0.999997677550628
12,0.2,10,220.11934661865234,0.9983000000000001,0.9999916769145352
12,0.2,11,219.88114508804009,0.9984500000000001,0.9999612699915011
12,0.2,12,219.67330558932557,0.9983500000000001,0.999976302692442
12,0.2,13,219.49513680594308,0.9983500000000001,0.9997174793111735
12,0.2,14,219.33337962870695,0.9984500000000001,0.98655648937092
12,0.3,0,218.83929773279138,0.9973500000000002,0.9337879882392476
12,0.3,1,214.10865522504926,0.9978999999999999,0.9981332107472886
12,0.3,2,211.89894420177012,0.9982,0.999689091714469
12,0.3,3,210.49682108561197,0.9984,0.9999076733786476
12,0.3,4,209.4794998856278,0.99835,0.9999651408352395
12,0.3,5,208.73455301920572,0.9982000000000001,0.9999812882528035
12,0.3,6,208.1806446797139,0.9984000000000002,0.9999894561311334
12,0.3,7,207.72446778443484,0.9982999999999999,0.9999938009205604
12,0.3,8,207.36990054018864,0.99835,0.9999923459092364
12,0.3,9,207.09258854496588,0.9984,0.9999839932368555
12,0.3,10,206.8357137044271,0.99835,0.9995348099267944
12,0.3,11,206.6375124819644,0.99835,0.967710330459689
12,0.3,12,206.4379261463612,0.9983000000000001,0.9428544817036493
12,0.3,13,206.2771254530898,0.9983000000000001,0.9043113695938868
12,0.3,14,206.13611568416562,0.9983500000000001,0.9062732401913693
12,0.4,0,201.54984111933746,0.9971,0.5393871176046291
12,0.4,1,197.92138624560926,0.99795,0.972295730293552
12,0.4,2,196.18131687844448,0.99825,0.9976333844913976
12,0.4,3,195.0954098960226,0.9982999999999999,0.9987645415594834
12,0.4,4,194.3217342879421,0.9984500000000001,0.9990086533053988
12,0.4,5,193.72623768887777,0.9984500000000001,0.9988514340364726
12,0.4,6,193.26503605805627,0.9986,0.9977015165444063
12,0.4,7,192.924293577209,0.9986500000000001,0.9928356276401269
12,0.4,8,192.63276530421058,0.9986,0.9616315835592132
12,0.4,9,192.40191413820253,0.9984500000000001,0.9179654670863056
12,0.4,10,192.19787656798843,0.9984,0.902665956105582
12,0.4,11,192.01823011294815,0.9984500000000001,0.7828850380766778
12,0.4,12,191.8757527669271,0.99855,0.628428617261425
12,0.4,13,191.73991808041123,0.9985000000000002,0.5786884258048612
12,0.4,14,191.61533207856408,0.99855,0.5848411031197871
12,0.5,0,185.1345725426307,0.99785,0.22325581759585794
12,0.5,1,181.90589630909454,0.99825,0.6399178816688641
12,0.5,2,180.53496130918845,0.9982500000000002,0.8601727885919606
12,0.5,3,179.69696592673276,0.9984500000000001,0.9254204481429869
12,0.5,4,179.09150509956555,0.9985500000000002,0.9461704034718628
12,0.5,5,178.64824862357898,0.9986500000000001,0.9330618326267156
12,0.5,6,178.28099314371744,0.9986500000000001,0.8472366785037175
12,0.5,7,178.015992189065,0.9987,0.6923966170840079
12,0.5,8,177.77407680413663,0.9988000000000001,0.6065467906637642
12,0.5,9,177.57748012053662,0.9987,0.6014669273144921
12,0.5,10,177.40812448354868,0.9986,0.5915286015718744
12,0.5,11,177.24716411492764,0.9986,0.5850430279510833
12,0.5,12,177.12454477945963,0.9987000000000001,0.590452550412492
12,0.5,13,177.00107955932617,0.9987000000000001,0.5914220564687996
12,0.5,14,176.8854582370856,0.9985000000000002,0.5924531389495444
12,1.0,0,100.25649427756285,0.95685,7.406220230859803e-05
12,1.0,1,100.35741414779272,0.9590500000000001,4.587540671459957e-05
12,1.0,2,100.42415814521985,0.9616499999999999,4.6620711918758704e-05
12,1.0,3,100.47097064287235,0.9631500000000001,5.688066678539894e-05
12,1.0,4,100.52155137673402,0.9648999999999999,5.5144506870856816e-05
12,1.0,5,100.56892297206781,0.9676500000000001,6.321311071943799e-05
12,1.0,6,100.60994202051407,0.9676499999999999,8.165506930328669e-05
12,1.0,7,100.63037363688152,0.9689,9.245753420635434e-05
12,1.0,8,100.69132575010642,0.9705999999999999,0.0005797063062007632
12,1.0,9,100.70282354110327,0.9724,0.001641245448686845
12,1.0,10,100.71265157063802,0.9734,0.0158193077306044
12,1.0,11,100.72894688141652,0.97545,0.021400455300971764
12,1.0,12,100.74380160600711,0.977,0.01575915145605071
12,1.0,13,100.77534680488782,0.9773,0.011896196119151036
12,1.0,14,100.7997678120931,0.9783,0.005375937455802284
13,0.0,0,266.3587797116011,0.9902,0.9728324453871212
13,0.0,1,258.68021686260516,0.9923,0.9987017041261238
13,0.0,2,254.90875322390826,0.99325,0.999986026966609
13,0.0,3,252.4684072641226,0.9931000000000001,0.9999996523190402
13,0.0,4,250.70148565830328,0.99315,0.999999908186445
13,0.0,5,249.39622947497244,0.9937000000000001,0.9999999318545745
13,0.0,6,248.39064201941858,0.9938499999999999,0.9999999109200376
13,0.0,7,247.57766704070264,0.9939,0.999999870571572
13,0.0,8,246.93547703669623,0.99375,0.9999998031090845
13,0.0,9,246.4353494888697,0.994,0.9999997465162297
13,0.0,10,246.00597635904947,0.9941000000000001,0.9999996144217854
13,0.0,11,245.65004006410257,0.9941500000000001,0.999999441741045
13,0.0,12,245.34338594094302,0.9942,0.9999993368038431
13,0.0,13,245.07779810978815,0.9944,0.9999993578012977
13,0.0,14,244.83853755853116,0.9945,0.999999076843607
13,0.2,0,234.15435432901188,0.9970500000000001,0.9152336734173397
13,0.2,1,228.6106421022999,0.9976,0.999657184765777
13,0.2,2,225.99382003472775,0.99825,0.99999325710562
13,0.2,3,224.35544944296078,0.99835,0.9999983538472295
13,0.2,4,223.22301981400472,0.99835,0.9999992017950663
13,0.2,5,222.36800088687818,0.9981500000000001,0.9999996042238584
13,0.2,6,221.71746997443998,0.998,0.9999997625598189
13,0.2,7,221.18870077327807,0.9980499999999999,0.9999997611008984
13,0.2,8,220.7666186897122,0.9980500000000001,0.9999994773430895
13,0.2,9,220.4082692983199,0.99795,0.9999991970209509
13,0.2,10,220.10428479253028,0.998,0.9999991991121208
13,0.2,11,219.83767653484733,0.9978999999999999,0.9999994794187965
13,0.2,12,219.63589337407325,0.99795,0.9999966930569155
13,0.2,13,219.45697659862284,0.99785,0.9999551466093378
13,0.2,14,219.30211312430245,0.99755,0.9998454882822443
13,0.3,0,218.49431355794272,0.99725,0.35781132224305556
13,0.3,1,213.88034373790293,0.9976499999999999,0.881050441973925
13,0.3,2,211.77754761292053,0.99795,0.9953835243255754
13,0.3,3,210.3964391484991,0.9981000000000002,0.9995115794928094
13,0.3,4,209.44054474701753,0.9982,0.9998948538004729
13,0.3,5,208.73233568346177,0.9984,0.9999628219057548
13,0.3,6,208.21287069234762,0.9982,0.9999834702316647
13,0.3,7,207.77386900755735,0.9981500000000001,0.9999913421882648
13,0.3,8,207.4465305912602,0.9981,0.9999913785877627
13,0.3,9,207.15155716629715,0.9981499999999999,0.9999793873785195
13,0.3,10,206.91581657340936,0.99795,0.999892480825833
13,0.3,11,206.71162112124333,0.9980499999999999,0.9998269318948633
13,0.3,12,206.54540974385029,0.9978999999999999,0.9954223240543927
13,0.3,13,206.3959395949905,0.9978,0.9825545487418976
13,0.3,14,206.27588358011332,0.9977500000000001,0.9818207819280476
13,0.4,0,201.1864637034808,0.9972999999999999,0.16687207206863405
13,0.4,1,197.70762243936227,0.99785,0.8019513938630104
13,0.4,2,196.08958943684897,0.998,0.9704593061622998
13,0.4,3,195.10639929956244,0.9981,0.9919702870625704
13,0.4,4,194.43045919255692,0.9983000000000001,0.9958477632187311
13,0.4,5,193.90259297688803,0.99855,0.9981131736218327
13,0.4,6,193.51251611044242,0.99855,0.997898961011484
13,0.4,7,193.177154777586,0.9984500000000001,0.9925577527990153
13,0.4,8,192.89965784826944,0.9980499999999999,0.9516522422854443
13,0.4,9,192.67269459805746,0.9976500000000001,0.9142954077509138
13,0.4,10,192.4935564144637,0.9974000000000001,0.8913945564800008
13,0.4,11,192.33595819990765,0.9971500000000001,0.8646529342804367
13,0.4,12,192.1628990469053,0.9971,0.8526768712739656
13,0.4,13,191.99938586331155,0.99705,0.8082293136962335
13,0.4,14,191.88935816565225,0.9970000000000001,0.7679782815982631
13,0.5,0,184.6837284381573,0.9972999999999999,0.005933017743223942
13,0.5,1,181.54460682013095,0.998,0.10202763770360454
13,0.5,2,180.20085545075244,0.9981500000000001,0.29602781696043834
13,0.5,3,179.3888014768943,0.9983000000000001,0.5299851761259498
13,0.5,4,178.80509244478665,0.9981500000000001,0.7258394757530132
13,0.5,5,178.3645145709698,0.99825,0.8053934165591463
13,0.5,6,178.03500268398187,0.99795,0.7848425657095304
13,0.5,7,177.7472426585662,0.9980500000000001,0.7146528213116173
13,0.5,8,177.5267357459435,0.998,0.7045965693138478
13,0.5,9,177.34117977435773,0.99785,0.7226064889978115
13,0.5,10,177.17552145933493,0.9974999999999999,0.7557122758744897
13,0.5,11,177.02396803635818,0.9974000000000001,0.8272207683910463
13,0.5,12,176.90228007389948,0.99705,0.8744416155587835
13,0.5,13,176.81255487295297,0.9968,0.8823296340208735
13,0.5,14,176.69535602667392,0.99665,0.8949437956144018
13,1.0,0,99.82698098207132,0.9691999999999998,0.0002055017933221455
13,1.0,1,99.70909490340796,0.96825,0.00013222882640091192
13,1.0,2,99.75931734916492,0.97075,0.00010148545292118861
13,1.0,3,99.81586426955003,0.9711000000000001,8.598411614933669e-05
13,1.0,4,99.8610467177171,0.9713,7.02462141787448e-05
13,1.0,5,99.90572474553035,0.97165,5.640566179120997e-05
13,1.0,6,99.96420542399089,0.9712999999999999,4.298642237199278e-05
13,1.0,7,99.98486318343726,0.9715999999999999,5.0287447162108185e-05
13,1.0,8,100.03166824732071,0.9713499999999999,0.00013357012380481312
13,1.0,9,100.07290600507687,0.9705999999999999,0.00033456815130235675
13,1.0,10,100.08433366433168,0.9692999999999999,0.0008285828109627801
13,1.0,11,100.11802223401192,0.96975,0.0013462358894711529
13,1.0,12,100.13574629563551,0.9701000000000001,0.001534657881908248
13,1.0,13,100.17563844338441,0.9695499999999999,0.002180149480483759
13,1.0,14,100.2069456638434,0.9696999999999999,0.0038514156452098343
14,0.0,0,266.76910106952374,0.9914,0.9864979978131589
14,0.0,1,258.7967580159505,0.99315,0.9996645173859665
14,0.0,2,254.72769243289264,0.9937999999999999,0.9999939676782308
14,0.0,3,252.1940243060772,0.9941000000000001,0.9999983661552533
14,0.0,4,250.44120338635568,0.9943500000000001,0.9999978739393817
14,0.0,5,249.12625063382663,0.9945,0.999995978824006
14,0.0,6,248.0811309814453,0.9949,0.9999913751877675
14,0.0,7,247.29973895733173,0.9949,0.9999881958532852
14,0.0,8,246.67299671662158,0.9948500000000001,0.9999776248524443
14,0.0,9,246.17047040890424,0.9945999999999999,0.999969299477078
14,0.0,10,245.7584025065104,0.9945499999999999,0.9999636907791722
14,0.0,11,245.4243412506886,0.9946000000000002,0.9999562340447015
14,0.0,12,245.1439435909956,0.9945499999999999,0.9999536878541344
14,0.0,13,244.91525151179388,0.9943500000000001,0.999965460090097
14,0.0,14,244.71137491861978,0.9937999999999999,0.9999658610640478
14,0.2,0,234.27541553730867,0.9976499999999999,0.989307221428402
14,0.2,1,228.75932514424227,0.9982,0.9996163456365695
14,0.2,2,225.9797853742327,0.9981500000000001,0.9999864695763777
14,0.2,3,224.27188219342912,0.99825,0.9999953808396024
14,0.2,4,223.1035556403958,0.99825,0.9999967515167738
14,0.2,5,222.25627291932398,0.9984500000000001,0.9999978680034594
14,0.2,6,221.602992155114,0.9989000000000001,0.9999984504467089
14,0.2,7,221.10164595623405,0.9987999999999999,0.9999986668727541
14,0.2,8,220.66976368183992,0.9989000000000001,0.9999988304305967
14,0.2,9,220.32941748171436,0.99875,0.9999987666549935
14,0.2,10,220.0410668509347,0.9985999999999999,0.9999985949382947
14,0.2,11,219.80291000677616,0.9986499999999999,0.9999893978538288
14,0.2,12,219.60252333660515,0.9988000000000001,0.981356834899153
14,0.2,13,219.45176105110014,0.9988000000000001,0.9463075664861441
14,0.2,14,219.2851082938058,0.9987999999999999,0.8913320184806817
14,0.3,0,218.8178020855328,0.9976499999999999,0.8186316580823529
14,0.3,1,213.89249633239197,0.99825,0.9949928883158616
14,0.3,2,211.62382603550816,0.99825,0.9994116146850263
14,0.3,3,210.20499550759254,0.9982,0.9998715670803331
14,0.3,4,209.25954595342412,0.9984999999999999,0.9999590996711709
14,0.3,5,208.59532069300747,0.9985000000000002,0.9999792899214222
14,0.3,6,208.07872572890273,0.9986,0.9999899089129437
14,0.3,7,207.69908678209458,0.9986500000000001,0.999993104755825
14,0.3,8,207.37099161233988,0.9987,0.9999932686088642
14,0.3,9,207.13658307049727,0.9987,0.9999842435387998
14,0.3,10,206.9279807150901,0.9986499999999999,0.9768596533620052
14,0.3,11,206.77473683400197,0.9987,0.9481745077274948
14,0.3,12,206.6290153984551,0.99855,0.9643492472661128
14,0.3,13,206.4839984790699,0.9986499999999999,0.9544188341404092
14,0.3,14,206.3864820325697,0.9986499999999999,0.9548721152729375
14,0.4,0,201.44963215672692,0.9979500000000001,0.2410494519642778
14,0.4,1,197.63078166163245,0.9982,0.8405008905000863
14,0.4,2,195.82173464279765,0.9982,0.9660042724661793
14,0.4,3,194.76409297026404,0.99825,0.9910388552756505
14,0.4,4,194.0243210903434,0.99835,0.9967639420637793
14,0.4,5,193.47853017407795,0.9984,0.9974609775831211
14,0.4,6,193.05756171174752,0.9985000000000002,0.9978948829224447
14,0.4,7,192.74398578969084,0.99855,0.9976489214013984
14,0.4,8,192.48497553389203,0.9986499999999999,0.994976173399014
14,0.4,9,192.288451202156,0.9986499999999999,0.9778145019061981
14,0.4,10,192.145989114924,0.9987,0.9481510308499735
14,0.4,11,192.02057109507479,0.9986500000000001,0.9240760036206205
14,0.4,12,191.94581533032795,0.9987,0.9019230105899563
14,0.4,13,191.87109528770742,0.9987,0.8889692304861996
14,0.4,14,191.84054317030797,0.9987999999999999,0.8820193442967664
14,0.5,0,184.41725080441205,0.9984999999999999,0.04485435703226692
14,0.5,1,181.47584778223282,0.9984,0.1961567068612424
14,0.5,2,180.11784059573444,0.9984999999999999,0.4991538374208501
14,0.5,3,179.23710153041742,0.99855,0.7788824711631012
14,0.5,4,178.66460467607547,0.9986500000000001,0.936879143807637
14,0.5,5,178.2504021082169,0.9987999999999999,0.9696358864934261
14,0.5,6,177.93406061025766,0.99885,0.9799329810030831
14,0.5,7,177.68851842635718,0.99875,0.9770856787294276
14,0.5,8,177.5053610190367,0.99885,0.9535230340468568
14,0.5,9,177.35182434473282,0.9989000000000001,0.8624341371490293
14,0.5,10,177.23060157971506,0.999,0.7525930805381424
14,0.5,11,177.10357274764624,0.9989000000000001,0.6623275134914703
14,0.5,12,177.01053003164438,0.9990500000000001,0.582765621895865
14,0.5,13,176.89480395194812,0.9990500000000001,0.5475912330802957
14,0.5,14,176.83118869096805,0.9991,0.5415159777521309
